Code Article,Libelle Article,Code Descriptif Commercial,Libelle Descriptif Commecial,Ordre,Code Taches,Libelle Tache
RcGV,Reconnaissance géotechnique^,D00586,Arret ou blocage de l'atelier de sondage ,33,TD00586,Arret ou blocage de l'atelier de sondage 
RcG,Reconnaissance géotechnique,D00586,Arret ou blocage de l'atelier de sondage ,29,TD00586,Arret ou blocage de l'atelier de sondage 
RcG,Reconnaissance géotechnique,D00587,Remblaiement de fouilles des sondages,30,TD00587,Remblaiement de fouilles des sondages
RcGOA,Reconnaissance géotechnique°,D00587,Remblaiement de fouilles des sondages,30,TD00587,Remblaiement de fouilles des sondages
RcGV,Reconnaissance géotechnique^,D00587,Remblaiement de fouilles des sondages,34,TD00587,Remblaiement de fouilles des sondages
RcGOA,Reconnaissance géotechnique°,D00588,Remise en état des trous de sondages par un coulis,31,TD00588,Remise en état des trous de sondages par un coulis
RcGV,Reconnaissance géotechnique^,D00588,Remise en état des trous de sondages par un coulis,35,TD00588,Remise en état des trous de sondages par un coulis
RcG,Reconnaissance géotechnique,D00588,Remise en état des trous de sondages par un coulis,31,TD00588,Remise en état des trous de sondages par un coulis
RcG,Reconnaissance géotechnique,D00589,"Mission de cartographie géotechnique, relevé des coupes, échantillonnage et déplacement de géotechnicien",32,TD00589,"Mission de cartographie géotechnique, relevé des coupes, échantillonnage et déplacement de géotechnicien"
RcGOA,Reconnaissance géotechnique°,D00589,"Mission de cartographie géotechnique, relevé des coupes, échantillonnage et déplacement de géotechnicien",32,TD00589,"Mission de cartographie géotechnique, relevé des coupes, échantillonnage et déplacement de géotechnicien"
RcGV,Reconnaissance géotechnique^,D00589,"Mission de cartographie géotechnique, relevé des coupes, échantillonnage et déplacement de géotechnicien",36,TD00589,"Mission de cartographie géotechnique, relevé des coupes, échantillonnage et déplacement de géotechnicien"
RcGOA,Reconnaissance géotechnique°,D00590,"Enquête documentaire collectes des données géologique et géotechnique,visite du site et définition du programme d'investigation géotechnique",33,TD00590,"Enquête documentaire collectes des données géologique et géotechnique,visite du site et définition du programme d'investigation géotechnique"
RcGV,Reconnaissance géotechnique^,D00590,"Enquête documentaire collectes des données géologique et géotechnique,visite du site et définition du programme d'investigation géotechnique",37,TD00590,"Enquête documentaire collectes des données géologique et géotechnique,visite du site et définition du programme d'investigation géotechnique"
RcG,Reconnaissance géotechnique,D00590,"Enquête documentaire collectes des données géologique et géotechnique,visite du site et définition du programme d'investigation géotechnique",33,TD00590,"Enquête documentaire collectes des données géologique et géotechnique,visite du site et définition du programme d'investigation géotechnique"
ExGB,Examen géotechnique,D00592,Essais de laboratoire,4,T00027,Oedométre.
ExGB,Examen géotechnique,D00592,Essais de laboratoire,4,T00004,MV apparente sol.
ExGB,Examen géotechnique,D00592,Essais de laboratoire,4,T00001,Sédimento
ExGB,Examen géotechnique,D00592,Essais de laboratoire,4,T00023,AG Sol.
ExGB,Examen géotechnique,D00592,Essais de laboratoire,4,T00002,Densité des roches
ExGB,Examen géotechnique,D00592,Essais de laboratoire,4,T00025,RC roche
ExGB,Examen géotechnique,D00592,Essais de laboratoire,4,T00026,Cisaillement.
ExGB,Examen géotechnique,D00592,Essais de laboratoire,4,T00018,w% sol.
ExGB,Examen géotechnique,D00592,Essais de laboratoire,4,T00003,Porosité des roches 
ExGB,Examen géotechnique,D00592,Essais de laboratoire,4,T00024,IP 
RcGOA,Reconnaissance géotechnique°,D00593,Journnée d'un opérateur qualifié,26,TD00593,Journnée d'un opérateur qualifié
RcGV,Reconnaissance géotechnique^,D00593,Journnée d'un opérateur qualifié,29,TD00593,Journnée d'un opérateur qualifié
IdR,Identification remblai,D00594,Analyse granulométrique par tamisage.,2,T00023,AG Sol.
IdCF,Identification couche de forme  ,D00594,Analyse granulométrique par tamisage.,2,T00023,AG Sol.
MCR,Identification MCR  ,D00594,Analyse granulométrique par tamisage.,2,T00023,AG Sol.
IdAC,Identification couche Anti-contaminante ,D00594,Analyse granulométrique par tamisage.,2,T00023,AG Sol.
IdR-V,Identification remblai^,D00594,Analyse granulométrique par tamisage.,2,T00023,AG Sol.
Pol.Site,Etude de pollution du site,D00595,Collecte des données environnementales du site,2,TD00595,Collecte des données environnementales du site
ExGB,Examen géotechnique,D00596,Etablissement du rapport d'examen géotechnique y/c la détermination des paramétres géotechniques du site selon les exigences du RPS 2011 (rapport édité en trois exemplaires) ,5,TD00596-1,Rapport Examen Géot
ExGV,Examen géotechnique^,D00596,Etablissement du rapport d'examen géotechnique y/c la détermination des paramétres géotechniques du site selon les exigences du RPS 2011 (rapport édité en trois exemplaires) ,5,TD00596-1,Rapport Examen Géot
RpExpB,Elaboration du rapport d'éxpertise ,D00597,Analyse technique des offres et participation à l'adjudication de l'entreprise,13,TD00597,Analyse technique des offres et participation à l'adjudication de l'entreprise
Dg.site-V,Diagnostic sur site^,D00598,Avis technique sur le viellissement et la durabilité des matériaux de la structure,12,TD00598,Avis technique sur le viellissement et la durabilité des matériaux de la structure
Dg.site,Diagnostic sur site ,D00598,Avis technique sur le viellissement et la durabilité des matériaux de la structure,21,TD00598,Avis technique sur le viellissement et la durabilité des matériaux de la structure
RpExpB,Elaboration du rapport d'éxpertise ,D00599,Validation des plans,10,TD00599,Validation des plans
Ptr.L,Essais sur Poutrelle,D00600,Essai de résistance à la traction par flexion sur poutrelle,2,TD00600,RT/flx Poutrelle
Dg.site,Diagnostic sur site ,D00601,Diagnostic technique du réseau plomberie,22,TD00601,Diagnostic technique du réseau plomberie
Dg.site,Diagnostic sur site ,D00602,Vérification du réseau d'assainissement,23,TD00602,Vérification du réseau d'assainissement
Dg.site,Diagnostic sur site ,D00603,Etablissement des plans de structure de l'existant et des éléments principaux en trois exemplaires,24,TD00603,Etablissement des plans de structure de l'existant et des éléments principaux
ExGV,Examen géotechnique^,D00604,Essais de laboratoire^,4,T00035,MDE
ExGV,Examen géotechnique^,D00604,Essais de laboratoire^,4,T00018,w% sol.
ExGV,Examen géotechnique^,D00604,Essais de laboratoire^,4,T00031,Teneur CaCo3
ExGV,Examen géotechnique^,D00604,Essais de laboratoire^,4,T00025,RC roche
ExGV,Examen géotechnique^,D00604,Essais de laboratoire^,4,T00004,MV apparente sol.
ExGV,Examen géotechnique^,D00604,Essais de laboratoire^,4,T00024,IP 
ExGV,Examen géotechnique^,D00604,Essais de laboratoire^,4,T00001,Sédimento
ExGV,Examen géotechnique^,D00604,Essais de laboratoire^,4,T00034,LA 
ExGV,Examen géotechnique^,D00604,Essais de laboratoire^,4,T00003,Porosité des roches 
ExGV,Examen géotechnique^,D00604,Essais de laboratoire^,4,TD00258,Proctor Normal ou Modifié
ExGV,Examen géotechnique^,D00604,Essais de laboratoire^,4,T00029,VBS
ExGV,Examen géotechnique^,D00604,Essais de laboratoire^,4,T00023,AG Sol.
ExGV,Examen géotechnique^,D00604,Essais de laboratoire^,4,T00033,CBR.A sup
ExGV,Examen géotechnique^,D00604,Essais de laboratoire^,4,T00002,Densité des roches
RpExpB,Elaboration du rapport d'éxpertise ,D00605,Préparation d'un dossier de consultation des entreprises DCE,14,TD00605,Préparation d'un dossier de consultation des entreprises DCE
Dg.site,Diagnostic sur site ,D00606,Suivi et le controle de la bonne execution des travaux de l'entreprise,27,TD00606,Suivi et le controle de la bonne execution des travaux de l'entreprise
LabB,Essais de laboratoire,D00607,Analyse granulometrique par sédimentométrie ,1,TD00607,Sédimento.
LabOA,Essais de laboratoire°,D00607,Analyse granulometrique par sédimentométrie ,4,TD00607,Sédimento.
LabV,Essais de laboratoire^,D00607,Analyse granulometrique par sédimentométrie ,1,TD00607,Sédimento.
LabOA,Essais de laboratoire°,D00608,Analyse blocomètrique,3,TD00608,Blocomètrie
LabV,Essais de laboratoire^,D00608,Analyse blocomètrique,3,TD00608,Blocomètrie
LabB,Essais de laboratoire,D00608,Analyse blocomètrique,3,TD00608,Blocomètrie
LabB,Essais de laboratoire,D00609,Mesure de la masse volumique spécifique,6,TD00609,MV spécifique sol
LabOA,Essais de laboratoire°,D00609,Mesure de la masse volumique spécifique,6,TD00609,MV spécifique sol
LabV,Essais de laboratoire^,D00609,Mesure de la masse volumique spécifique,6,TD00609,MV spécifique sol
LabB,Essais de laboratoire,D00610,Mesure de la masse volumique apparente,7,TD00610,MV apparente sol
LabOA,Essais de laboratoire°,D00610,Mesure de la masse volumique apparente,6,TD00610,MV apparente sol
LabV,Essais de laboratoire^,D00610,Mesure de la masse volumique apparente,7,TD00610,MV apparente sol
LabB,Essais de laboratoire,D00611,Essai de cisaillement rectiligne,8,TD00611,Cisaillement
LabOA,Essais de laboratoire°,D00611,Essai de cisaillement rectiligne,9,TD00611,Cisaillement
LabV,Essais de laboratoire^,D00611,Essai de cisaillement rectiligne,8,TD00611,Cisaillement
LabV,Essais de laboratoire^,D00612,Essai triaxial,9,TD00612,Triaxial
LabB,Essais de laboratoire,D00612,Essai triaxial,9,TD00612,Triaxial
LabOA,Essais de laboratoire°,D00612,Essai triaxial,9,TD00612,Triaxial
LabB,Essais de laboratoire,D00613,Essai de compressibilité oedomètrique,10,TD00613,Oedométre
LabOA,Essais de laboratoire°,D00613,Essai de compressibilité oedomètrique,10,TD00613,Oedométre
LabB,Essais de laboratoire,D00614,Analyse granulométrique par tamisage..,2,TD00614,AG Sol..
LabOA,Essais de laboratoire°,D00614,Analyse granulométrique par tamisage..,2,TD00614,AG Sol..
LabV,Essais de laboratoire^,D00614,Analyse granulométrique par tamisage..,2,TD00614,AG Sol..
LabB,Essais de laboratoire,D00615,Mesure de la masse volumique séche d'un élément de roche - Méthode par pesée hydrostatique,13,TD00615,MV/hydrostatique roche
LabOA,Essais de laboratoire°,D00615,Mesure de la masse volumique séche d'un élément de roche - Méthode par pesée hydrostatique,11,TD00615,MV/hydrostatique roche
LabV,Essais de laboratoire^,D00615,Mesure de la masse volumique séche d'un élément de roche - Méthode par pesée hydrostatique,13,TD00615,MV/hydrostatique roche
LabOA,Essais de laboratoire°,D00616,Mesure de porosité des roches ,15,TD00616,Porosité des roches.
LabV,Essais de laboratoire^,D00616,Mesure de porosité des roches ,14,TD00616,Porosité des roches.
LabB,Essais de laboratoire,D00616,Mesure de porosité des roches ,14,TD00616,Porosité des roches.
RésTher,Mesure de résistivité thermique,D00617,Essais chimiques pour résistivité thermique,5,T00036,Teneur des ions chlorures
RésTher,Mesure de résistivité thermique,D00617,Essais chimiques pour résistivité thermique,5,T00019,Teneur MO
RpExpB,Elaboration du rapport d'éxpertise ,D00618,Traitement des données recueillies sur site et dépouillement des résultats d'éssais,1,TD00618,Traitement des données recueillies sur site et dépouillement des résultats d'éssais
RpExpV,Elaboration du rapport d'éxpertise^,D00618,Traitement des données recueillies sur site et dépouillement des résultats d'éssais,9,TD00618,Traitement des données recueillies sur site et dépouillement des résultats d'éssais
RcGV,Reconnaissance géotechnique^,D00620,Essai au sciscomètre in-situ ,28,TD00620,Sciscomètre in-situ 
LabOA,Essais de laboratoire°,D00621,Essai de détermination de la perméabilité à charge constante ou variable,26,TD00621,Perméabilité à charge constante ou variable
LabV,Essais de laboratoire^,D00621,Essai de détermination de la perméabilité à charge constante ou variable,24,TD00621,Perméabilité à charge constante ou variable
RcG,Reconnaissance géotechnique,D00622,Essai type lefranc pour terrain meuble,25,TD00622,Lefranc pour terrain meuble
RcGOA,Reconnaissance géotechnique°,D00622,Essai type lefranc pour terrain meuble,27,TD00622,Lefranc pour terrain meuble
RcGV,Reconnaissance géotechnique^,D00622,Essai type lefranc pour terrain meuble,25,TD00622,Lefranc pour terrain meuble
LabOA,Essais de laboratoire°,D00623,Essais chimiques au laboratoire,30,TD00623,Essais chimiques au laboratoire
LabV,Essais de laboratoire^,D00623,Essais chimiques au laboratoire,26,TD00623,Essais chimiques au laboratoire
LabOA,Essais de laboratoire°,D00624,Essais d'identification physiques et mécaniques,32,TD00624,Id physiques et mécaniques
LabV,Essais de laboratoire^,D00624,Essais d'identification physiques et mécaniques,28,TD00624,Id physiques et mécaniques
RcGOA,Reconnaissance géotechnique°,D00625,"Mesure de courant, houle, marée et vent",33,TD00625,"Courant, houle, marée et vent"
RcGV,Reconnaissance géotechnique^,D00625,"Mesure de courant, houle, marée et vent",30,TD00625,"Courant, houle, marée et vent"
LabOA,Essais de laboratoire°,D00626,Mesure de Résistance entre points (Franklin),34,TD00626,Résistance entre points (Franklin)
LabV,Essais de laboratoire^,D00626,Mesure de Résistance entre points (Franklin),29,TD00626,Résistance entre points (Franklin)
LabOA,Essais de laboratoire°,D00627,Essai de traction (Brésilien),35,TD00627,Traction (Brésilien)
LabV,Essais de laboratoire^,D00627,Essai de traction (Brésilien),30,TD00627,Traction (Brésilien)
LabOA,Essais de laboratoire°,D00628,Essai de Teneur en matières organiques,36,TD00628,Teneur MO sol
LabV,Essais de laboratoire^,D00628,Essai de Teneur en matières organiques,31,TD00628,Teneur MO sol
RpOA,Elaboration du rapport d'étude°,D00629,Etablissement du rapport des essais avec commentaire en trois exemplaires,7,TD00629,Rapport des essais avec commentaire
Air.Mt,Parametres météorologiques de l'air ambiant,D00630,Humidité air,4,TD00630,Humidité air
LabOA,Essais de laboratoire°,D00631,Essai de forme,27,TD00631,Forme
RésElec,Mesure de résistivité électrique,D00632,Réalisation des sondages manuels,2,TD00632,Sondages manuels
RésTher,Mesure de résistivité thermique,D00632,Réalisation des sondages manuels,2,TD00632,Sondages manuels
RésTher,Mesure de résistivité thermique,D00633,Levé précis des coupes lithologiques à travers les sondages réalisés par vos soins,3,TD00633,"Lithologie, Photos et Prélevement/sondages par vos soins"
RésElec,Mesure de résistivité électrique,D00633,Levé précis des coupes lithologiques à travers les sondages réalisés par vos soins,3,TD00633,"Lithologie, Photos et Prélevement/sondages par vos soins"
RésElec,Mesure de résistivité électrique,D00634,Mesure de la résistivité électrique du sol par la methode de Shlumberger,4,TD00634-2,Conductivité électrique.
Pol.Site,Etude de pollution du site,D00634,Mesure de la résistivité électrique du sol par la methode de Shlumberger,4,TD00634-2,Conductivité électrique.
RcGéop,Reconnaissance géophysique,D00634,Mesure de la résistivité électrique du sol par la methode de Shlumberger,4,TD00634-2,Conductivité électrique.
Sol.PC,Parametres physico-chimiques de sol contaminé,D00634,Mesure de la résistivité électrique du sol par la methode de Shlumberger,4,TD00634-2,Conductivité électrique.
RésElec,Mesure de résistivité électrique,D00634,Mesure de la résistivité électrique du sol par la methode de Shlumberger,4,TD00634,Résistivité électrique
Pol.Site,Etude de pollution du site,D00634,Mesure de la résistivité électrique du sol par la methode de Shlumberger,4,TD00634,Résistivité électrique
RcGéop,Reconnaissance géophysique,D00634,Mesure de la résistivité électrique du sol par la methode de Shlumberger,4,TD00634,Résistivité électrique
Sol.PC,Parametres physico-chimiques de sol contaminé,D00634,Mesure de la résistivité électrique du sol par la methode de Shlumberger,4,TD00634,Résistivité électrique
RésElec,Mesure de résistivité électrique,D00635,Journée d'Ingénieur géophysicien au bureau,7,TD00635,Journée d'Ingénieur géophysicien au bureau
RésTher,Mesure de résistivité thermique,D00635,Journée d'Ingénieur géophysicien au bureau,7,TD00635,Journée d'Ingénieur géophysicien au bureau
RésElec,Mesure de résistivité électrique,D00636,Etablissement du rapport de résistivité electrique en trois exemplaires,9,TD00636,Rapport de Résistivité Electrique
RcGéop,Reconnaissance géophysique,D00637,Evaluation de la résistivité thermique du sol ,5,TD00637,Résistivité thermique du sol 
RésTher,Mesure de résistivité thermique,D00637,Evaluation de la résistivité thermique du sol ,5,TD00637,Résistivité thermique du sol 
RésTher,Mesure de résistivité thermique,D00638,Mesure de résistivité thermique par une sonde type thermotest ,8,TD00638,Résistivité thermique par sonde
RésTher,Mesure de résistivité thermique,D00639,Etablissement du rapport de résistivité thermique en trois exemplaires,9,TD00639,Rapport de Résistivité thermique
NGV,Note géotechnique^,D00640,Etablissement de la note géotechnique en trois exemplairs y/c la détermination des paramétres géotechniques du site selon les les exigences de RPS 2011 (rapport édité en trois exemplaires),4,TD00640-1,Rapport Note Géot
NG,Note géotechnique,D00640,Etablissement de la note géotechnique en trois exemplairs y/c la détermination des paramétres géotechniques du site selon les les exigences de RPS 2011 (rapport édité en trois exemplaires),4,TD00640-1,Rapport Note Géot
RcGéop,Reconnaissance géophysique,D00642,Reconnaissance géologique régionale et locale et élaboration d'une synthése géologique,1,TD00642,Reconnaissance géologique régionale et locale et élaboration d'une synthése géologique
RcGéop,Reconnaissance géophysique,D00643,Reconnaissance hydrogéologique régionale et locale et élaboration d'une synthése hydrogéologique y compris l'établissement d'une carte piezométrique:une carte des écoulements souterrains et des coupes hydrogéologiques,2,TD00643,Reconnaissance hydrogéologique régionale et locale et élaboration d'une synthése hydrogéologique y compris l'établissement d'une carte piezométrique:une carte des écoulements souterrains et des coupes hydrogéologiques
RcGéop,Reconnaissance géophysique,D00644,Reconnaissance Géophysique par tomographie electrique ,3,TD00644,Reconnaissance Géophysique par tomographie electrique 
RcGéop,Reconnaissance géophysique,D00645,Collecte des données géologiques et géophysiques du site,14,TD00645,Collècte des données géologique et geophysique du site
RcGéop,Reconnaissance géophysique,D00646,Essai sismique de réfraction et/ou tomographie ,6,TD00646,Essai sismique de réfraction et/ou tomographie 
RcGéop,Reconnaissance géophysique,D00647,Investigation géophysique par la micro gravimétrie sur l'ensemble de la parcelle  y/comris le calcul théorique des volumes des cavités.,8,TD00647,Investigation géophysique par la micro gravimétrie sur l'ensemble de la parcelle  y/comris le calcul théorique des volumes des cavités.
RcGéop,Reconnaissance géophysique,D00648,Investigation géophysique par profils tomographiques électriques sur l'ensemble de la parcelle  y/compris le calcul théorique des volumes des cavités,9,TD00648,Investigation géophysique par profils tomographiques électriques sur l'ensemble de la parcelle  y/compris le calcul théorique des volumes des cavités
RcGéop,Reconnaissance géophysique,D00649,Journée d'ingénieur géophysicien en mission,5,TD00649,Journée d'ingénieur géophysicien en mission
VD,Vacations et déplacements ,D00649,Journée d'ingénieur géophysicien en mission,5,TD00649,Journée d'ingénieur géophysicien en mission
RcGéop,Reconnaissance géophysique,D00650,Analyse physico-chimique de l'eau de puit,7,TD00650-9,Extrait Sec..
RcGéop,Reconnaissance géophysique,D00650,Analyse physico-chimique de l'eau de puit,7,T00038,Carbonates
RcGéop,Reconnaissance géophysique,D00650,Analyse physico-chimique de l'eau de puit,7,TD00650-3,Teneur des ions chlorures.
RcGéop,Reconnaissance géophysique,D00650,Analyse physico-chimique de l'eau de puit,7,T00039,Sulfates £
RcGéop,Reconnaissance géophysique,D00650,Analyse physico-chimique de l'eau de puit,7,T00037,PH de l'eau.
RcGéop,Reconnaissance géophysique,D00650,Analyse physico-chimique de l'eau de puit,7,TD00650-6,Magnésium.
RcGéop,Reconnaissance géophysique,D00650,Analyse physico-chimique de l'eau de puit,7,TD00650-1,P.E.R. Eau de puit
RcGéop,Reconnaissance géophysique,D00650,Analyse physico-chimique de l'eau de puit,7,TD00650-5,Matières en suspension.
RpGéop,Etablissement du rapport d'étude Géophysique,D00651,Analyse et interprétation des données,1,TD00651,Analyse et interprétation des données
RpGéop,Etablissement du rapport d'étude Géophysique,D00652,Aquisitions des données géoélectriques de type tomographie électriques combinés par des sondages de résistivités de type SEV,2,TD00652,Aquisitions des données géoélectriques de type tomographie électriques combinés par des sondages de résistivités de type SEV
RpGéop,Etablissement du rapport d'étude Géophysique,D00653,"Analyse des données hydrogéologique, géophysique et géologiques de la zone",3,TD00653,"Analyse des données hydrogéologique, géophysique et géologiques de la zone"
RpExpV,Elaboration du rapport d'éxpertise^,D00653,"Analyse des données hydrogéologique, géophysique et géologiques de la zone",1,TD00653,"Analyse des données hydrogéologique, géophysique et géologiques de la zone"
RpExpB,Elaboration du rapport d'éxpertise ,D00653,"Analyse des données hydrogéologique, géophysique et géologiques de la zone",11,TD00653,"Analyse des données hydrogéologique, géophysique et géologiques de la zone"
RpGéop,Etablissement du rapport d'étude Géophysique,D00654,Analyse géomorphologique et géologique,4,TD00654,Analyse géomorphologique et géologique
RpExpV,Elaboration du rapport d'éxpertise^,D00654,Analyse géomorphologique et géologique,2,TD00654,Analyse géomorphologique et géologique
RpExpB,Elaboration du rapport d'éxpertise ,D00654,Analyse géomorphologique et géologique,12,TD00654,Analyse géomorphologique et géologique
RpGéop,Etablissement du rapport d'étude Géophysique,D00655,Analyses et études des données disponibles,5,TD00655,Analyses et études des données disponibles
RpGéop,Etablissement du rapport d'étude Géophysique,D00656,Cartes de répartitions spatiale des vides souterraines,6,TD00656,Cartes de répartitions spatiale des vides souterraines
RpGéop,Etablissement du rapport d'étude Géophysique,D00657,Cartes de résistivités,7,TD00657,Cartes de résistivités
RpGéop,Etablissement du rapport d'étude Géophysique,D00658,Cartes des anomalies géophysiques,8,TD00658,Cartes des anomalies géophysiques
RpGéop,Etablissement du rapport d'étude Géophysique,D00659,Compilation de l'information,9,TD00659,Compilation de l'information
RpGéop,Etablissement du rapport d'étude Géophysique,D00660,Coupes Géoélectriques,10,TD00660,Coupes Géoélectriques
RpGéop,Etablissement du rapport d'étude Géophysique,D00661,Execution des profils logitudinales ,11,TD00661,Profils logitudinaux 
RpGéop,Etablissement du rapport d'étude Géophysique,D00662,Interprétation des données hydrogéologique et géophysique,12,TD00662,Interprétation des données hydrogéologique et géophysique
RpGéop,Etablissement du rapport d'étude Géophysique,D00663,Interprétation des images satellites et des photos,13,TD00663,Interprétation des images satellites et des photos
RpGéop,Etablissement du rapport d'étude Géophysique,D00664,Etablissement du rapport d'étude géophysique en 03 exemplaires,14,TD00664-1,Rapport d'étude géophysique
Dg.site-V,Diagnostic sur site^,D00665,Impact du réseau d'assainissement sur le projet,14,TD00665,Impact du réseau d'assainissement sur le projet
Dg.site,Diagnostic sur site ,D00665,Impact du réseau d'assainissement sur le projet,26,TD00665,Impact du réseau d'assainissement sur le projet
EFS,Etude spéciale de formulation de béton,D00666,Mesure de la masse volumique spécifique des sables,6,TD00666,MV spécifique Sable
RpB,Elaboration du rapport d'étude,D00667,Calcul des tassements prévisibles,3,TD00667,Calcul des tassements prévisibles
RpOA,Elaboration du rapport d'étude°,D00667,Calcul des tassements prévisibles,5,TD00667,Calcul des tassements prévisibles
RpExpV,Elaboration du rapport d'éxpertise^,D00668,Evaluation de la logique des mouvements,4,TD00668,Evaluation de la logique des mouvements
RpExpB,Elaboration du rapport d'éxpertise ,D00668,Evaluation de la logique des mouvements,4,TD00668,Evaluation de la logique des mouvements
RpExpB,Elaboration du rapport d'éxpertise ,D00669,Origine des désordres,5,TD00669,Origine des désordres
RpExpV,Elaboration du rapport d'éxpertise^,D00669,Origine des désordres,5,TD00669,Origine des désordres
RpB,Elaboration du rapport d'étude,D00670,Stabilité des fouilles et dispositions constructives,12,TD00670,Stabilité des fouilles et dispositions constructives
RpExpB,Elaboration du rapport d'éxpertise ,D00670,Stabilité des fouilles et dispositions constructives,6,TD00670,Stabilité des fouilles et dispositions constructives
RpExpV,Elaboration du rapport d'éxpertise^,D00670,Stabilité des fouilles et dispositions constructives,6,TD00670,Stabilité des fouilles et dispositions constructives
RpOA,Elaboration du rapport d'étude°,D00670,Stabilité des fouilles et dispositions constructives,14,TD00670,Stabilité des fouilles et dispositions constructives
RpB,Elaboration du rapport d'étude,D00671,Détermination des paramètres sismiques du site selon les exigences du RPS 2011 et évaluation du risque de liquéfaction des sols,7,TD00671,Paramètres sismiques du site selon les exigences du RPS 2011 et évaluation du risque de liquéfaction des sols
RpExpB,Elaboration du rapport d'éxpertise ,D00671,Détermination des paramètres sismiques du site selon les exigences du RPS 2011 et évaluation du risque de liquéfaction des sols,7,TD00671,Paramètres sismiques du site selon les exigences du RPS 2011 et évaluation du risque de liquéfaction des sols
RpOA,Elaboration du rapport d'étude°,D00671,Détermination des paramètres sismiques du site selon les exigences du RPS 2011 et évaluation du risque de liquéfaction des sols,8,TD00671,Paramètres sismiques du site selon les exigences du RPS 2011 et évaluation du risque de liquéfaction des sols
RpV,Elaboration du rapport d'étude^,D00671,Détermination des paramètres sismiques du site selon les exigences du RPS 2011 et évaluation du risque de liquéfaction des sols,7,TD00671,Paramètres sismiques du site selon les exigences du RPS 2011 et évaluation du risque de liquéfaction des sols
RpExpB,Elaboration du rapport d'éxpertise ,D00672,Analyse de l’impact du séisme sur la stabilité de la structure et définition ,8,TD00672,Analyse de l’impact du séisme sur la stabilité de la structure et définition 
RpExpV,Elaboration du rapport d'éxpertise^,D00673,Etablissement du rapport d’expertise et les recommandations qui s’imposent en trois exemplaires,10,TD00673-1,Rapport d’expertise et les recommandations qui s’imposent
RpExpB,Elaboration du rapport d'éxpertise ,D00673,Etablissement du rapport d’expertise et les recommandations qui s’imposent en trois exemplaires,9,TD00673-1,Rapport d’expertise et les recommandations qui s’imposent
RpExpB,Elaboration du rapport d'éxpertise ,D00674,Avis sur l’état de stabilité des structures existantes,2,TD00674,Avis sur l’état de stabilité des structures existantes
RpExpV,Elaboration du rapport d'éxpertise^,D00674,Avis sur l’état de stabilité des structures existantes,3,TD00674,Avis sur l’état de stabilité des structures existantes
RpExpV,Elaboration du rapport d'éxpertise^,D00675,Calcul et étude de dimensionnement géotechnique des voiries,7,TD00675,Calcul et étude de dimensionnement géotechnique des voiries
RpExpV,Elaboration du rapport d'éxpertise^,D00676,Classification géotechnique des matériaux de base,8,TD00676,Classification géotechnique des matériaux de base
RpExpV,Elaboration du rapport d'éxpertise^,D00677,Définition des disposition à prendre en matière de drainage ,11,TD00677,Définition des disposition à prendre en matière de drainage 
RpExpV,Elaboration du rapport d'éxpertise^,D00678,Détermination des caractéristiques et fiches des matériaux à utiliser dans le corps de la chaussée selon GMTR,12,TD00678,Caractéristiques et fiches des matériaux à utiliser dans le corps de la chaussée selon GMTR
RpV,Elaboration du rapport d'étude^,D00678,Détermination des caractéristiques et fiches des matériaux à utiliser dans le corps de la chaussée selon GMTR,6,TD00678,Caractéristiques et fiches des matériaux à utiliser dans le corps de la chaussée selon GMTR
RpExpV,Elaboration du rapport d'éxpertise^,D00679,Solutions de refection,13,TD00679,Solutions de refection
RpOA,Elaboration du rapport d'étude°,D00680,"Cette mission consiste en la définition des hypothèses géotechniques et les principes des ouvrages géotechniques (Terrassements, soutènements, fondations, assises de dallage,...)",1,TD00680,"Cette mission consiste en la définition des hypothèses géotechniques et les principes des ouvrages géotechniques (Terrassements, soutènements, fondations, assises de dallage,...)"
RpB,Elaboration du rapport d'étude,D00680,"Cette mission consiste en la définition des hypothèses géotechniques et les principes des ouvrages géotechniques (Terrassements, soutènements, fondations, assises de dallage,...)",15,TD00680,"Cette mission consiste en la définition des hypothèses géotechniques et les principes des ouvrages géotechniques (Terrassements, soutènements, fondations, assises de dallage,...)"
RpB,Elaboration du rapport d'étude,D00681,"Etablissement du rapport de la géologie locale et régionale et les contraintes spécifiques du site (Risque d'instabilité, présence de karst, phénomène de gonflement et d’effondrement…) en trois exemplaires",1,TD00681,"Rapport de la géologie locale et régionale et les contraintes spécifiques du site (Risque d'instabilité, présence de karst, phénomène de gonflement et d’effondrement…)"
RpOA,Elaboration du rapport d'étude°,D00681,"Etablissement du rapport de la géologie locale et régionale et les contraintes spécifiques du site (Risque d'instabilité, présence de karst, phénomène de gonflement et d’effondrement…) en trois exemplaires",2,TD00681,"Rapport de la géologie locale et régionale et les contraintes spécifiques du site (Risque d'instabilité, présence de karst, phénomène de gonflement et d’effondrement…)"
RpB,Elaboration du rapport d'étude,D00682,Mode de fondation adéquat.,4,TD00682,Mode de fondation adéquat et paramètres sismiques selon le RPS2011
RpOA,Elaboration du rapport d'étude°,D00682,Mode de fondation adéquat.,3,TD00682,Mode de fondation adéquat et paramètres sismiques selon le RPS2011
RpV,Elaboration du rapport d'étude^,D00682,Mode de fondation adéquat.,4,TD00682,Mode de fondation adéquat et paramètres sismiques selon le RPS2011
