CodeArticle,LibelleArticle,CodeDescriptifCommercial,LibelleDescriptifCommecial,Ordre
RpOA,Elaboration du rapport d'étude°,D00629,Etablissement du rapport des essais avec commentaire en trois exemplaires,7
RpOA,Elaboration du rapport d'étude°,D00671,Détermination des paramètres sismiques du site selon les exigences du RPS 2011 et évaluation du risque de liquéfaction des sols,8
RpOA,Elaboration du rapport d'étude°,D00685,Analyse de la stabilité des ouvrages de soutènement,9
RpOA,Elaboration du rapport d'étude°,D00686,Solutions de confortement et de renforcement des sols en cas de besoin,10
RpOA,Elaboration du rapport d'étude°,D00687,Niveau de la nappe et précautions de protection des ouvrages vis-à-vis de l’eau,11
RpOA,Elaboration du rapport d'étude°,D00688,Calcul de la portance du sol d’assise,12
RpOA,Elaboration du rapport d'étude°,D00689,Mode de réalisation de la couche d'assise des dallages ainsi que les hypothéses de calcul à prendre en compte pour le dimensionment,13
RpOA,Elaboration du rapport d'étude°,D00670,Stabilité des fouilles et dispositions constructives,14
RpOA,Elaboration du rapport d'étude°,D00690,Evaluation du degré d'agressivité des sols et les eaux souterraines (évaluation des risques),15
RpOA,Elaboration du rapport d'étude°,D00691,Elaboration du dossier géotechnique,16
RpOA,Elaboration du rapport d'étude°,D00692,Elaboration des maquettes,17
RpOA,Elaboration du rapport d'étude°,D00693,Etablissement et rédaction des notices,18
RpOA,Elaboration du rapport d'étude°,D00694,Etablissement du rapport d'étude géotechnique en 03 exemplaires,19
RpV,Elaboration du rapport d'étude^,D00695,Analyse et interprétation des résultats des essais au laboratoire,1
RpV,Elaboration du rapport d'étude^,D00697,Détermination de la portance STI et PJ,2
RpV,Elaboration du rapport d'étude^,D00698,Définition du corps de chaussée,3
RpV,Elaboration du rapport d'étude^,D00682,Mode de fondation adéquat.,4
RpV,Elaboration du rapport d'étude^,D00684,Etude de choix des matériaux de remblai et condition de réutilisation des déblais selon GMTR,5
RpV,Elaboration du rapport d'étude^,D00678,Détermination des caractéristiques et fiches des matériaux à utiliser dans le corps de la chaussée selon GMTR,6
RpV,Elaboration du rapport d'étude^,D00671,Détermination des paramètres sismiques du site selon les exigences du RPS 2011 et évaluation du risque de liquéfaction des sols,7
RpV,Elaboration du rapport d'étude^,D00699,Recommandations pour le choix des matériaux de remblai primaire et secondaire et procédure de mise en œuvre,8
RpV,Elaboration du rapport d'étude^,D00700,Méthodologie de renforcement du sol d'assise,9
RpV,Elaboration du rapport d'étude^,D00687,Niveau de la nappe et précautions de protection des ouvrages vis-à-vis de l’eau,10
RpV,Elaboration du rapport d'étude^,D00702,"Calcul des tassements prévisibles, conditions de drainage de la structure des chaussées et définition de la structure des voies",11
RpV,Elaboration du rapport d'étude^,D00683,Mode de terrassement et mesures constructives vis à vis de la nappe,12
RpV,Elaboration du rapport d'étude^,D00685,Analyse de la stabilité des ouvrages de soutènement,13
RpV,Elaboration du rapport d'étude^,D00686,Solutions de confortement et de renforcement des sols en cas de besoin,14
RpV,Elaboration du rapport d'étude^,D00694,Etablissement du rapport d'étude géotechnique en 03 exemplaires,15
Rvt,Contröle de la qualité des travaux de revêtement et de montage,D00082,Contröle de la qualité des travaux de revêtement et de montage,1
Rvt,Contröle de la qualité des travaux de revêtement et de montage,D00083,Rapport d'essai de contrôle de qualité des travaux revêtement,2
RésElec,Mesure de résistivité électrique,D00116,Journée de technicien chargé de mission,1
RésElec,Mesure de résistivité électrique,D00036,Amené et repli du materiel et du personel,1
RésElec,Mesure de résistivité électrique,D00632,Réalisation des sondages manuels,2
RésElec,Mesure de résistivité électrique,D00633,Levé précis des coupes lithologiques à travers les sondages réalisés par vos soins,3
RésElec,Mesure de résistivité électrique,D00634,Mesure de la résistivité électrique du sol par la methode de Shlumberger,4
RésElec,Mesure de résistivité électrique,D00530,Prélevement et échantillonnage pour essais de résistivité electrique,4
RésElec,Mesure de résistivité électrique,D00152,Essais chimiques pour résistivité electrique ,5
RésElec,Mesure de résistivité électrique,D00635,Journée d'Ingénieur géophysicien au bureau,7
RésElec,Mesure de résistivité électrique,D00636,Etablissement du rapport de résistivité electrique en trois exemplaires,9
RésTher,Mesure de résistivité thermique,D00036,Amené et repli du materiel et du personel,1
RésTher,Mesure de résistivité thermique,D00632,Réalisation des sondages manuels,2
RésTher,Mesure de résistivité thermique,D00633,Levé précis des coupes lithologiques à travers les sondages réalisés par vos soins,3
RésTher,Mesure de résistivité thermique,D00460,Prélevement et échantillonnage pour essais de resistivité thermique,4
RésTher,Mesure de résistivité thermique,D00637,Evaluation de la résistivité thermique du sol ,5
RésTher,Mesure de résistivité thermique,D00617,Essais chimiques pour résistivité thermique,5
RésTher,Mesure de résistivité thermique,D00635,Journée d'Ingénieur géophysicien au bureau,7
RésTher,Mesure de résistivité thermique,D00638,Mesure de résistivité thermique par une sonde type thermotest ,8
RésTher,Mesure de résistivité thermique,D00639,Etablissement du rapport de résistivité thermique en trois exemplaires,9
Sclero,Auscultation sclérométrique du béton durci ,D00068,Amené et repli du materiel et du personnel.,1
Sclero,Auscultation sclérométrique du béton durci ,D00040,Auscultation sclérométrique d’un échantillonnage du béton,2
Sclero,Auscultation sclérométrique du béton durci ,D00516,Dépouillement et interpretation des résultats d'auscultation sclérométrique,3
Serrg,Contrôle des couples de serrage des boulons,D00096,Contrôle des couples de serrage des boulons,1
Serrg,Contrôle des couples de serrage des boulons,D00097,Rapport d'essai serrage des boulons,2
Sign1.micro,Essai de contrôle de la signalisation horizontale et verticale (Essai sur les microbilles),D00324,Prélevement des microbilles,1
Sign1.micro,Essai de contrôle de la signalisation horizontale et verticale (Essai sur les microbilles),D00325,Essai sur les microbilles de la signalisation horizontale et verticale,2
Sign1.micro,Essai de contrôle de la signalisation horizontale et verticale (Essai sur les microbilles),D00326,Rapport d'essai microbilles de signalisation,3
Sign2. retro,Essai sur le revêtement retro réfléchissant de la signalisation verticale,D00273,Prélevement signalisation verticale,1
Sign2. retro,Essai sur le revêtement retro réfléchissant de la signalisation verticale,D00274,Essai sur le revêtement retro réfléchissant de la signalisation verticale,2
Sign2. retro,Essai sur le revêtement retro réfléchissant de la signalisation verticale,D00275,Rapport d'essai sur le revêtement signalisation verticale,3
Sit,Essais in-situ^,D00053,Carottage des enrobés bitumineux y/c l’installation par point,1
Sit,Essais in-situ^,D00334,Contrôle des températures sur chantier,1
Sit,Essais in-situ^,D00335,Mesure du dosage en liant du revêtement superficiel et des couches d’imprégnation,2
Sit,Essais in-situ^,D00067,Mesure de la densité au densitomètre a membranee.,2
Sit,Essais in-situ^,D00336,Mesure du dosage en granulats du revêtement superficiel,3
Sit,Essais in-situ^,D00338,Mesure du module de rigidité d'un matériau bitumineux,5
Sit,Essais in-situ^,D00339,Essais du point d'éclaire,6
Sit,Essais in-situ^,D00341,Essai de la hauteur au sable HSv,8
Sit,Essais in-situ^,D00342,Rapport d'essai in situ,9
Sol.PC,Parametres physico-chimiques de sol contaminé,D00481,Prélevement d'un échantillon de sol pour des essais physico-chimiques,1
Sol.PC,Parametres physico-chimiques de sol contaminé,D00237,Couleur,2
Sol.PC,Parametres physico-chimiques de sol contaminé,D00482,PH du sol,3
Sol.PC,Parametres physico-chimiques de sol contaminé,D00483,Humidité sol,4
Sol.PC,Parametres physico-chimiques de sol contaminé,D00634,Mesure de la résistivité électrique du sol par la methode de Shlumberger,4
Sol.PC,Parametres physico-chimiques de sol contaminé,D00484,Perte au feu,5
Sol.PC,Parametres physico-chimiques de sol contaminé,D00464,Mesure de la Conductivité électrique,6
Sol.PC,Parametres physico-chimiques de sol contaminé,D00476,Hydrocarbures,8
Sol.PC,Parametres physico-chimiques de sol contaminé,D00486,Huiles et graisses,9
Sol.PC,Parametres physico-chimiques de sol contaminé,D00487,Phosphate total,10
Sol.PC,Parametres physico-chimiques de sol contaminé,D00475,Azote total,11
Sol.PC,Parametres physico-chimiques de sol contaminé,D00488,Métaux ,12
Sol.PC,Parametres physico-chimiques de sol contaminé,D00477,Mercure,13
Sol.PC,Parametres physico-chimiques de sol contaminé,D00489,Cyanures,14
Sol.PC,Parametres physico-chimiques de sol contaminé,D00490,Phénols,15
Sol.PC,Parametres physico-chimiques de sol contaminé,D00337,Rapport parametres phisico-chimiques du sol,16
Soud,Contrôle de la qualité des travaux de soudage et de montage,D00084,Contrôle des travaux de soudage et de montage,1
Soud,Contrôle de la qualité des travaux de soudage et de montage,D00085,Rapport d'essai de qualité soudure,2
Soud. assist,Assistance technique des travaux de soudage aux ateliers des fabricants,D00034,Assistance technique des travaux de soudage aux ateliers des fabricants,1
Soud. assist,Assistance technique des travaux de soudage aux ateliers des fabricants,D00035,Rapport d'essai assistance soudage,2
Soud1,Qualification des soudeurs et des modes opératoires de soudage,D00504,Qualification soudeur par diamètre de boulon et par classe de résistance par soudeur,1
Soud1,Qualification des soudeurs et des modes opératoires de soudage,D00505,Qualification du mode opératoire de soudage,2
T.Plomb,Essais sur travaux de plomberie,D00144,Essais d’étanchéité ,1
T.Plomb,Essais sur travaux de plomberie,D00167,Contrôle de fonctionnement ,2
T.Plomb,Essais sur travaux de plomberie,D00195,Rapport sur travaux de plomberie,3
T° EB,Mesure de la température du produit enrobés et des liants,D00520,Température du produit enrobés et des liants,1
T° EB,Mesure de la température du produit enrobés et des liants,D00521,Rapport d'essai Température enrobé,2
Tôle,Réception matiére tôles et profilés laminé,D00507,vérification de la conformité au CPS et identification des nuances des aciers des tôle et profilés  ,1
Tôle,Réception matiére tôles et profilés laminé,D00508,Analyse chimique spectrale,2
Tôle,Réception matiére tôles et profilés laminé,D00509,Essai de traction avec détermination de ReH; Rm et A% à la rupture;       ,3
Tôle,Réception matiére tôles et profilés laminé,D00510,Essai de résilience (ép > 12mm); par type de profilé et par dimension    ,4
Tôle,Réception matiére tôles et profilés laminé,D00741,Rapport d'essai matiére tôle et profilés,5
Ultra,Contrôle par ultrasons,D00100,Contrôle par ultra-sons ( ISO 17640),1
Ultra,Contrôle par ultrasons,D00105,Rapport d'essai ultrasons,2
VB,Essai au bleu de méthylène ,D00160,Prélevement de materiau pour essai au bleu de méthylène,1
VB,Essai au bleu de méthylène ,D00708,Rapport d'essai VB,3
VB,Essai au bleu de méthylène ,D00705,Essai au bleu de méthyléne VB,3
VBS,Essai au bleu de méthylène du sol,D00160,Prélevement de materiau pour essai au bleu de méthylène,1
VBS,Essai au bleu de méthylène du sol,D00162,Rapport d'essai VBS,3
VBS,Essai au bleu de méthylène du sol,D00161,Essai au bleu de méthyléne,4
VD,Vacations et déplacements ,D00567,Intervention de Technicien de reconnaissance,1
VD,Vacations et déplacements ,D00527,Intervention d'ingénieur géotechnicien ,1
VD,Vacations et déplacements ,D00550,Intervention de Technicien chargé de l'expertise,2
VD,Vacations et déplacements ,D00531,Intervention d'ingénieur Expert,4
VD,Vacations et déplacements ,D00649,Journée d'ingénieur géophysicien en mission,5
autoclave,Essai d’alcali réaction à l’autoclave sur béton,D00169,Prélevement de Béton,1
autoclave,Essai d’alcali réaction à l’autoclave sur béton,D00170,Essai d’alcali réaction à l’autoclave sur béton,2
autoclave,Essai d’alcali réaction à l’autoclave sur béton,D00171,Rapport d'essai d'autoclave,3
ferri,Vérification du ferraillage existant à l'aide du ferroscan ,D00522,Vérification du ferraillage existant à l'aide du ferroscan ,1
ferri,Vérification du ferraillage existant à l'aide du ferroscan ,D00523,Rapport d'essai verif ferraillage,2
prt masse,Essai du pourcentage de perte de masse au chauffage à 163°C,D00041,Prélevement d'un échantillon de bitume,1
prt masse,Essai du pourcentage de perte de masse au chauffage à 163°C,D00050,Essai de perte de masse au chauffage à 163°C,2
prt masse,Essai du pourcentage de perte de masse au chauffage à 163°C,D00246,Rapport d'essai % perte de masse,3
pt ram.BA,Essai du point de ramollissement bille et anneau,D00041,Prélevement d'un échantillon de bitume,1
pt ram.BA,Essai du point de ramollissement bille et anneau,D00042,Essai du point de ramollissement bille et anneau,2
pt ram.BA,Essai du point de ramollissement bille et anneau,D00244,Rapport d'essai bille anneau,3
µ,Essai de la teneur en eau,D00458,Prélevement de materiau pour mesure de teneur en eau,1
µ,Essai de la teneur en eau,D00203,Rapport d'essai Tenuer eau,3
µ,Essai de la teneur en eau,D00727,mesures de la teneur en eau,4
µ paraf,Essai de la teneur en paraffine,D00041,Prélevement d'un échantillon de bitume,1
µ paraf,Essai de la teneur en paraffine,D00048,Teneur en paraffine,2
µ paraf,Essai de la teneur en paraffine,D00204,Rapport d'essai teneur paraffine,3
